Power = -20.0
Frequency = 15500000000.0
Frequency = 15700000000.0
attenuation, voltage
0,   0.42102647
2,   0.33750793
4,   0.2685956
6,   0.21511829
8,   0.17266412
10,   0.13789289
12,   0.10857863
14,   0.086573005
16,   0.07112196
18,   0.05724711
20,   0.045268934
22,   0.03637917
Frequency = 15900000000.0
attenuation, voltage
0,   0.43205503
2,   0.34843567
4,   0.2799164
6,   0.22424646
8,   0.1818095
10,   0.14536715
12,   0.114100024
14,   0.09118165
16,   0.074878596
18,   0.059972905
20,   0.047796916
22,   0.038164522
Frequency = 16100000000.0
attenuation, voltage
0,   0.46274036
2,   0.37601703
4,   0.300999
6,   0.24321032
8,   0.19812311
10,   0.15873685
12,   0.12490503
14,   0.09950589
16,   0.08144336
18,   0.06535512
20,   0.05203359
22,   0.041678324
Frequency = 16300000000.0
attenuation, voltage
0,   0.47884095
2,   0.39139083
4,   0.3113957
6,   0.25428286
8,   0.20723687
10,   0.16592778
12,   0.12988317
14,   0.10369299
16,   0.08517272
18,   0.06784168
20,   0.05378979
22,   0.043446567
Frequency = 16500000000.0
attenuation, voltage
0,   0.44190592
2,   0.36120558
4,   0.28770143
6,   0.23338322
8,   0.19008803
10,   0.15199253
12,   0.11899816
14,   0.095679365
16,   0.07787038
18,   0.06286261
20,   0.049670696
22,   0.03990443
Power = -16.5
Frequency = 15700000000.0
attenuation, voltage
0,   0.44334862
2,   0.3536921
4,   0.2837452
6,   0.22733463
8,   0.1827737
10,   0.1459621
12,   0.11453239
14,   0.091791436
16,   0.075316384
18,   0.060186516
20,   0.048064236
22,   0.0385383
Frequency = 15900000000.0
attenuation, voltage
0,   0.45428106
2,   0.36609295
4,   0.29468498
6,   0.23692451
8,   0.19223063
10,   0.15309961
12,   0.120928034
14,   0.096866645
16,   0.078896575
18,   0.0632294
20,   0.050390646
22,   0.04050498
Frequency = 16100000000.0
attenuation, voltage
0,   0.48929298
2,   0.3962643
4,   0.31675342
6,   0.2564265
8,   0.2095846
10,   0.16755252
12,   0.13235682
14,   0.10545748
16,   0.086213686
18,   0.069221616
20,   0.0550422
22,   0.044235148
Frequency = 16300000000.0
attenuation, voltage
0,   0.50705993
2,   0.41274053
4,   0.32822198
6,   0.2668451
8,   0.21889243
10,   0.17521903
12,   0.13784331
14,   0.11036801
16,   0.08945728
18,   0.071782924
20,   0.056798674
22,   0.045883868
Frequency = 16500000000.0
attenuation, voltage
0,   0.46764582
2,   0.38107538
4,   0.30224085
6,   0.24648853
8,   0.20146126
10,   0.16109334
12,   0.12579462
14,   0.100997835
16,   0.082922034
18,   0.06634618
20,   0.05261064
22,   0.042333253
Power = -16.0
Frequency = 15700000000.0
attenuation, voltage
0,   0.46808442
2,   0.37211666
4,   0.2990726
6,   0.23983812
8,   0.19291797
10,   0.1542997
12,   0.121494874
14,   0.09673496
16,   0.07951008
18,   0.06345474
20,   0.05084422
22,   0.0407125
Frequency = 15900000000.0
attenuation, voltage
0,   0.4804326
2,   0.38539207
4,   0.31046137
6,   0.24974798
8,   0.20334311
10,   0.16192812
12,   0.1277973
14,   0.101940945
16,   0.0832431
18,   0.06677489
20,   0.053274952
22,   0.042546287
Frequency = 16100000000.0
attenuation, voltage
0,   0.51483655
2,   0.41694334
4,   0.3327492
6,   0.27043784
8,   0.22036263
10,   0.1774019
12,   0.13945034
14,   0.111426115
16,   0.091321304
18,   0.073071204
20,   0.057974532
22,   0.046538603
Frequency = 16300000000.0
attenuation, voltage
0,   0.53437454
2,   0.43458453
4,   0.34453464
6,   0.28160176
8,   0.2316281
10,   0.18565543
12,   0.14532055
14,   0.11630159
16,   0.094751135
18,   0.075975284
20,   0.060006786
22,   0.0482701
Frequency = 16500000000.0
attenuation, voltage
0,   0.4937078
2,   0.4023484
4,   0.3190023
6,   0.26007304
8,   0.21268234
10,   0.17120221
12,   0.13351509
14,   0.10719826
16,   0.08725217
18,   0.070133045
20,   0.055412732
22,   0.04458936
Power = -15.5
Frequency = 15700000000.0
attenuation, voltage
0,   0.4934437
2,   0.39240375
4,   0.31415716
6,   0.25266835
8,   0.20436396
10,   0.1629735
12,   0.12812023
14,   0.10248237
16,   0.08408277
18,   0.0673375
20,   0.05341671
22,   0.04296402
Frequency = 15900000000.0
attenuation, voltage
0,   0.5057321
2,   0.40590602
4,   0.32551867
6,   0.26363367
8,   0.21453142
10,   0.17148969
12,   0.135528
14,   0.10786618
16,   0.08824673
18,   0.07066119
20,   0.056164548
22,   0.04498479
Frequency = 16100000000.0
attenuation, voltage
0,   0.54317546
2,   0.43935263
4,   0.35016197
6,   0.28557873
8,   0.2338419
10,   0.18766801
12,   0.14787051
14,   0.11814924
16,   0.09662609
18,   0.07716417
20,   0.061255157
22,   0.049213976
Frequency = 16300000000.0
attenuation, voltage
0,   0.5653432
2,   0.45869598
4,   0.36412215
6,   0.29696777
8,   0.24406281
10,   0.1966057
12,   0.15435839
14,   0.12312124
16,   0.10066755
18,   0.08013775
20,   0.063391514
22,   0.051141027
Frequency = 16500000000.0
attenuation, voltage
0,   0.520352
2,   0.42376858
4,   0.33607712
6,   0.2741344
8,   0.22530131
10,   0.18096006
12,   0.14193049
14,   0.1132263
16,   0.092031784
18,   0.07417823
20,   0.058503293
22,   0.047327835
Power = -15.0
Frequency = 15700000000.0
attenuation, voltage
0,   0.5198798
2,   0.41393834
4,   0.33101004
6,   0.2667136
8,   0.21631059
10,   0.1726783
12,   0.1360756
14,   0.10844682
16,   0.088653296
18,   0.071154855
20,   0.05659113
22,   0.045494426
Frequency = 15900000000.0
attenuation, voltage
0,   0.5330412
2,   0.42807785
4,   0.34349114
6,   0.27739817
8,   0.22673462
10,   0.18129613
12,   0.1431436
14,   0.1141122
16,   0.09336232
18,   0.07456994
20,   0.059182934
22,   0.047573436
Frequency = 16100000000.0
attenuation, voltage
0,   0.57248724
2,   0.4611648
4,   0.36844897
6,   0.30030116
8,   0.24670376
10,   0.19830716
12,   0.15612057
14,   0.124400966
16,   0.10176437
18,   0.08156661
20,   0.06470237
22,   0.051827632
Frequency = 16300000000.0
attenuation, voltage
0,   0.5963368
2,   0.48340812
4,   0.3826875
6,   0.31268194
8,   0.25813055
10,   0.2077215
12,   0.16338883
14,   0.13011722
16,   0.10599711
18,   0.08477714
20,   0.067098595
22,   0.0538456
Frequency = 16500000000.0
attenuation, voltage
0,   0.55032337
2,   0.44605255
4,   0.35386762
6,   0.28905618
8,   0.23774049
10,   0.19130097
12,   0.14982471
14,   0.119676635
16,   0.09752966
18,   0.07827556
20,   0.061804786
22,   0.04977314
Power = -14.5
Frequency = 15700000000.0
attenuation, voltage
0,   0.546719
2,   0.43474892
4,   0.34803143
6,   0.28037488
8,   0.22767295
10,   0.1820906
12,   0.14370681
14,   0.11447477
16,   0.09369999
18,   0.07489175
20,   0.05928883
22,   0.04784899
Frequency = 15900000000.0
attenuation, voltage
0,   0.5611095
2,   0.45047143
4,   0.3602405
6,   0.2915353
8,   0.23890011
10,   0.19139118
12,   0.15132879
14,   0.12049938
16,   0.09848425
18,   0.078736015
20,   0.062455364
22,   0.05014096
Frequency = 16100000000.0
attenuation, voltage
0,   0.6039445
2,   0.48598096
4,   0.38682875
6,   0.31544325
8,   0.2598979
10,   0.20931128
12,   0.16509268
14,   0.13190506
16,   0.10745191
18,   0.08611669
20,   0.06804895
22,   0.054635517
Frequency = 16300000000.0
attenuation, voltage
0,   0.628701
2,   0.5092386
4,   0.4028247
6,   0.32852018
8,   0.27156636
10,   0.21914703
12,   0.1719728
14,   0.13765895
16,   0.111895524
18,   0.08950917
20,   0.07061896
22,   0.05675812
Frequency = 16500000000.0
attenuation, voltage
0,   0.57954895
2,   0.47042617
4,   0.37148353
6,   0.304409
8,   0.2506255
10,   0.20224828
12,   0.15827082
14,   0.12632081
16,   0.10300427
18,   0.08262409
20,   0.06518647
22,   0.05245696
